date,avg_sentiment,news_count
2019-05-27,0.03037931,29
2019-05-28,0.103341667,48
2019-05-29,-0.099309677,62
2019-05-30,-0.0948375,64
2019-05-31,-0.068376563,64
2019-06-01,0.133171429,14
2019-06-02,-0.123669767,43
2019-06-03,-0.044111429,70
2019-06-04,-0.02038,80
2019-06-05,-0.020716129,93
2019-06-06,-0.03300641,78
2019-06-07,-0.079804286,70
2019-06-08,-0.018276471,17
2019-06-09,-0.024797778,45
2019-06-10,0.030934783,69
2019-06-11,0.019501613,62
2019-06-12,-0.018581333,75
2019-06-13,-0.085947059,68
2019-06-14,-0.025062295,61
2019-06-15,-0.1161625,8
2019-06-16,-0.041248276,29
2019-06-17,-0.058571053,38
2019-06-18,-0.032650526,95
2019-06-19,-0.005893548,93
2019-06-20,-0.065335185,54
2019-06-21,-0.124795238,63
2019-06-22,0.152028571,7
2019-06-23,-0.031966667,27
2019-06-24,-0.091933333,60
2019-06-25,-0.033816393,61
2019-06-26,-0.113719512,82
2019-06-27,-0.073511268,71
2019-06-28,0.07127069,58
2019-06-29,0.029423077,39
2019-06-30,0.085491667,12
2019-07-01,-0.044566102,59
2019-07-02,0.062472581,62
2019-07-03,-0.06697234,47
2019-07-04,-0.0598075,40
2019-07-05,0.014954902,51
2019-07-06,-0.0218,3
2019-07-07,0.124672414,29
2019-07-08,-0.064801786,56
2019-07-09,-0.053283871,62
2019-07-10,-0.003209836,61
2019-07-11,0.001027119,59
2019-07-12,-0.005467568,37
2019-07-13,0.029404545,22
2019-07-14,-0.0256625,8
2019-07-15,-0.006780597,67
2019-07-16,0.016985915,71
2019-07-17,-0.001844,50
2019-07-18,-0.003920313,64
2019-07-19,-0.032986538,52
2019-07-20,-0.132475,4
2019-07-21,0.0,1
2019-07-22,0.022765455,55
2019-07-23,0.061883077,65
2019-07-24,-0.022108065,62
2019-07-25,-0.008677273,88
2019-07-26,0.159123077,39
2019-07-27,-0.052196,25
2019-07-28,-0.024147826,23
2019-07-29,0.0333375,56
2019-07-30,-0.060029487,78
2019-07-31,-0.067224691,81
2019-08-01,-0.133645283,106
2019-08-02,-0.029912,50
2019-08-03,-0.067396154,26
2019-08-04,-0.079871429,28
